"strain" "primers" "time" "mean" "sd" "experiment_ID"
"5983" "oRG50_oRG51" 2 0.970548068427139 0.0397831199568169 15
"5983" "oRG50_oRG51" 4 0.938060311051684 0.0794142245189147 15
"5983" "oRG52_oRG53" 0 0 0 15
"5983" "oRG52_oRG53" 1 0.0875237126654964 0.0245713051879354 15
"5983" "oRG52_oRG53" 2 0.253298300098276 0.0368872916726551 15
"5983" "oRG52_oRG53" 4 0.52108693493296 0.0593500325132238 15
"5985" "oRG50_oRG51" 0 0 0 15
"5985" "oRG50_oRG51" 1 0.844491050997923 0.0866363647978012 15
"5985" "oRG50_oRG51" 2 0.887798787911528 0.0293416433460133 15
"5985" "oRG50_oRG51" 4 0.909899704227452 0.0641437174882569 15
"5985" "oRG52_oRG53" 0 0 0 15
"5985" "oRG52_oRG53" 1 0.0918098220966313 0.0134018165340206 15
"5985" "oRG52_oRG53" 2 0.102617461935083 0.0119024337873107 15
"5985" "oRG52_oRG53" 4 0.257101545182869 0.0238928238746702 15
"5986" "oRG50_oRG51" 0 0 0 15
"5986" "oRG50_oRG51" 1 0.977451612632395 0.0508831592872782 15
"5986" "oRG50_oRG51" 2 0.966882048339613 0.0461293192180194 15
"5986" "oRG50_oRG51" 4 1.04523705013964 0.110229430908131 15
"5986" "oRG52_oRG53" 0 0 0 15
"5986" "oRG52_oRG53" 1 0.162159810347639 0.0322774688006033 15
"5986" "oRG52_oRG53" 2 0.163564470267683 0.0169595835477744 15
"5986" "oRG52_oRG53" 4 0.260129398274535 0.0414061011645466 15
"5987" "oRG50_oRG51" 0 0 0 15
"5987" "oRG50_oRG51" 1 1.02882285906968 0.140572791539734 15
"5987" "oRG50_oRG51" 2 1.04968739100884 0.129898671463711 15
"5987" "oRG50_oRG51" 4 1.08387588872835 0.14031912647926 15
"5987" "oRG52_oRG53" 0 0 0 15
"5987" "oRG52_oRG53" 1 0.178285383539172 0.0261247104047788 15
"5987" "oRG52_oRG53" 2 0.208099619072625 0.0336906506344134 15
"5987" "oRG52_oRG53" 4 0.334208349411223 0.0286350622077722 15
